Episode,Reward
0,-80.3302
1,-80.1129
2,-79.7145
3,-81.2476
4,-80.3566
5,-80.45
6,-79.9109
7,-79.9729
8,-79.7998
9,-80.049
10,-72.7963
11,-68.9942
12,-70.9414
13,-72.1678
14,-72.8136
15,-74.8471
16,18.217
17,17.2306
18,17.733
19,14.0033
20,12.7138
21,20.6081
22,13.4459
23,12.8636
24,17.2262
25,15.5647
26,16.5397
27,14.9983
28,12.7552
29,15.5384
30,18.7199
31,22.1236
32,24.7018
33,19.8481
34,14.0349
35,13.6913
36,19.257
37,19.7801
38,13.6418
39,20.1311
40,21.2833
41,19.3443
42,18.8588
43,15.4987
