Episode,Reward
0,-80.3806
1,-79.8253
2,-80.0325
3,-80.3961
4,-80.6428
5,-79.8338
6,-79.7437
7,-79.9165
8,-79.7754
9,-79.3939
10,-79.8428
11,-80.0694
12,-80.5414
13,-81.0307
14,-80.3885
15,-80.3948
16,-80.4575
17,-80.9315
18,-81.0235
19,-80.4657
20,-80.5391
21,-80.452
22,-70.937
23,-69.9894
24,-63.3632
25,8.93447
26,20.8565
27,14.3167
28,11.2225
29,5.05459
30,8.07733
31,12.9921
32,7.39864
